YearsCode,YearsCodeProfessional,Background,SalaryUSD,Education,Age,Country,Blockchain,HTML_CSS,LISP,Java,JavaScript,OCaml,Cplusplus,Scala,PHP,Python,C,Fortran,SQL,R,C_sharp,MATLAB,Julia,Clojure,Ruby,Rust,Haskell
11,7,I am a developer by profession,134445.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Switzerland,Very unfavorable,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
16,12,I am a developer by profession,69102.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United Kingdom of Great Britain and Northern Ireland,Favorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
20,16,I am a developer by profession,150000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Favorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
10,2,I am a developer by profession,67409.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Norway,Very unfavorable,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no
2,0,"I am not primarily a developer, but I write code sometimes as part of my work",31410.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
8,5,I am a developer by profession,106644.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Germany,Favorable,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
51,43,"I am not primarily a developer, but I write code sometimes as part of my work",64333.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",65 years or older,New Zealand,Unfavorable,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
10,6,I am a developer by profession,125000.0,Some college/university study without earning a degree,25-34 years old,United States of America,Very unfavorable,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
14,12,I am a developer by profession,78051.0,Some college/university study without earning a degree,35-44 years old,Denmark,Indifferent,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
2,1,I am a developer by profession,48000.0,Some college/university study without earning a degree,45-54 years old,United States of America,Indifferent,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no
17,17,I am a developer by profession,25967.0,Some college/university study without earning a degree,25-34 years old,Brazil,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
11,2,I am a developer by profession,31993.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Italy,Indifferent,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
19,8,I am a developer by profession,158500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Austria,Indifferent,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
36,24,I am a developer by profession,152400.0,Some college/university study without earning a degree,45-54 years old,United States of America,Very unfavorable,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
6,2,I am a developer by profession,66372.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Canada,Indifferent,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no
10,10,I am a developer by profession,125000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
5,5,I am a developer by profession,106157.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Australia,Indifferent,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
25,21,I am a developer by profession,130000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
5,1,I am a developer by profession,46923.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Germany,Indifferent,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
15,5,I am a developer by profession,275000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Indifferent,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
6,3,I am a developer by profession,72000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no
14,8,I am a developer by profession,70385.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Italy,Indifferent,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
8,5,I am a developer by profession,43724.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,France,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
10,4,I am a developer by profession,38392.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Germany,Indifferent,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
16,6,I am a developer by profession,72737.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Singapore,Very unfavorable,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
22,14,I am a developer by profession,157049.0,Some college/university study without earning a degree,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
9,4,I am a developer by profession,10131.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Belgium,Very favorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no
30,25,"I am not primarily a developer, but I write code sometimes as part of my work",,"Other doctoral degree (Ph.D., Ed.D., etc.)",55-64 years old,Singapore,Very unfavorable,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
12,8,I am a developer by profession,81666.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Favorable,yes,no,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no
9,9,I am a developer by profession,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
9,3,I am a developer by profession,38692.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Favorable,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
27,24,I am a developer by profession,80000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,United States of America,Indifferent,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
4,3,I am a developer by profession,67409.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Norway,Very unfavorable,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
7,6,I am a developer by profession,28374.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Very favorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
12,5,I am a developer by profession,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Canada,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
42,36,I am a developer by profession,100000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,United States of America,Indifferent,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
15,13,I am a developer by profession,53322.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,France,Indifferent,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
20,16,I am a developer by profession,122640.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Germany,Very favorable,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
10,4,I am a developer by profession,150000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Favorable,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
32,25,I am a developer by profession,100000.0,Some college/university study without earning a degree,55-64 years old,United States of America,Favorable,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no
9,7,I am a developer by profession,210000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
33,27,I am a developer by profession,25094.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Denmark,Unfavorable,yes,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no
8,5,I am a developer by profession,69690.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Norway,Very unfavorable,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no
24,19,I am a developer by profession,250000.0,Some college/university study without earning a degree,35-44 years old,United States of America,Very unfavorable,no,no,yes,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no
15,10,I am a developer by profession,106644.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Germany,Very favorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
15,13,I am a developer by profession,86381.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Poland,Unsure,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
8,4,I am a developer by profession,250000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes
12,6,I am a developer by profession,28794.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Italy,Very unfavorable,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
51,42,I am a developer by profession,66372.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",65 years or older,Canada,Very unfavorable,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
6,4,I am a developer by profession,240000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
10,2,"I am not primarily a developer, but I write code sometimes as part of my work",45000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United States of America,Favorable,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no
6,3,I am a developer by profession,9286.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,India,Favorable,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
40,33,I am a developer by profession,155129.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Switzerland,Favorable,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
5,5,I am a developer by profession,97605.0,"Associate degree (A.A., A.S., etc.)",35-44 years old,Canada,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
24,24,I am a developer by profession,175000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Favorable,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
5,5,I am a developer by profession,104000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Very favorable,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no
39,35,I am a developer by profession,125000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,United States of America,Unfavorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
28,25,I am a developer by profession,110000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
25,23,I am a developer by profession,73983.0,Some college/university study without earning a degree,35-44 years old,New Zealand,Unfavorable,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no
12,9,I am a developer by profession,117308.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Germany,Unfavorable,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no
12,4,I am a developer by profession,37402.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,India,Favorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
35,22,"I am not primarily a developer, but I write code sometimes as part of my work",85315.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Estonia,Indifferent,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no
15,6,I am a developer by profession,62467.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Canada,Unfavorable,no,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no
15,10,I am a developer by profession,91000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no
7,5,I am a developer by profession,71105.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Sweden,Indifferent,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
12,0,I am a developer by profession,32666.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United Kingdom of Great Britain and Northern Ireland,Favorable,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,yes
22,18,I am a developer by profession,83182.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Germany,Very unfavorable,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no
6,8,I am a developer by profession,53322.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Finland,Indifferent,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
45,32,I am a developer by profession,89000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",55-64 years old,United States of America,Indifferent,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
15,6,I am a developer by profession,86341.0,Some college/university study without earning a degree,25-34 years old,Australia,Unfavorable,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
30,22,I am a developer by profession,155129.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Switzerland,Unfavorable,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
10,6,I am a developer by profession,143000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Very favorable,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
7,3,I am a developer by profession,140716.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Unfavorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
7,3,I am a developer by profession,324.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Myanmar,Unsure,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
25,21,I am a developer by profession,110817.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,South Korea,Unfavorable,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
18,10,I am a developer by profession,190000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
8,2,I am a developer by profession,26661.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Spain,Favorable,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
13,7,I am a developer by profession,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Very favorable,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes
8,6,I am a developer by profession,47990.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Greece,Unsure,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
10,3,I am a developer by profession,44790.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Germany,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
26,21,I am a developer by profession,156168.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Canada,Very unfavorable,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
10,7,I am a developer by profession,63986.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Germany,Indifferent,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no
22,22,I am a developer by profession,300000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Very unfavorable,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes
5,4,I am a developer by profession,160000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Very favorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
23,19,I am a developer by profession,77848.0,Some college/university study without earning a degree,35-44 years old,Australia,Very unfavorable,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
10,4,I am a developer by profession,50123.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Spain,Unfavorable,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
19,7,I am a developer by profession,66119.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,Germany,Very unfavorable,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
10,5,I am a developer by profession,106960.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Favorable,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
13,9,I am a developer by profession,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Unfavorable,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
8,8,I am a developer by profession,94230.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United Kingdom of Great Britain and Northern Ireland,Very favorable,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
10,6,I am a developer by profession,159966.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Germany,Very unfavorable,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no
4,2,I am a developer by profession,10318.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,India,Favorable,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
23,18,I am a developer by profession,250000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no
16,12,I am a developer by profession,55455.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,France,Favorable,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
15,15,I am a developer by profession,74362.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Taiwan,Favorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
0,0,"I am not primarily a developer, but I write code sometimes as part of my work",73983.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,New Zealand,Favorable,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
25,20,I am a developer by profession,159235.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Lao People's Democratic Republic,Very favorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
8,5,I am a developer by profession,62052.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,France,Unsure,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no
9,8,I am a developer by profession,56617.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Australia,Indifferent,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
7,7,I am a developer by profession,53322.0,Some college/university study without earning a degree,25-34 years old,Germany,Indifferent,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
10,7,I am a developer by profession,85315.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Germany,Unfavorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
7,3,I am a developer by profession,62820.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
8,4,I am a developer by profession,162373.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no
17,13,I am a developer by profession,150000.0,"Associate degree (A.A., A.S., etc.)",25-34 years old,United States of America,Indifferent,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
2,0,I am a developer by profession,11607.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Favorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
10,7,I am a developer by profession,155000.0,Some college/university study without earning a degree,25-34 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
7,3,I am a developer by profession,62820.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
10,5,I am a developer by profession,13542.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,India,Indifferent,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
2,0,I am a developer by profession,59679.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Favorable,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
31,18,I am a developer by profession,110000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
15,6,I am a developer by profession,53322.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Germany,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
45,42,I am a developer by profession,75384.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,United Kingdom of Great Britain and Northern Ireland,Very unfavorable,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
14,11,I am a developer by profession,150000.0,Some college/university study without earning a degree,35-44 years old,United States of America,Indifferent,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no
10,5,I am a developer by profession,100000.0,Some college/university study without earning a degree,18-24 years old,United States of America,Unfavorable,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
20,18,I am a developer by profession,28261.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Greece,Favorable,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
11,5,"I am not primarily a developer, but I write code sometimes as part of my work",150000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Favorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
15,9,I am a developer by profession,87070.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,South Korea,Very unfavorable,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no
8,7,I am a developer by profession,190000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Indifferent,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
24,18,I am a developer by profession,160000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
40,35,I am a developer by profession,125639.0,Some college/university study without earning a degree,45-54 years old,United Kingdom of Great Britain and Northern Ireland,Very unfavorable,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
11,6,I am a developer by profession,150000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
11,8,I am a developer by profession,69318.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Italy,Indifferent,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
25,30,I am a developer by profession,195210.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Canada,Unsure,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
8,5,I am a developer by profession,57794.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Favorable,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
12,7,I am a developer by profession,81666.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
11,7,I am a developer by profession,298928.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Israel,Unfavorable,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
